SMILES1,SMILES2,cocrystal,mol1_top1_pos,mol1_top1_val,mol2_top1_pos,mol2_top1_val,mol1_top2_pos,mol1_top2_val,mol2_top2_pos,mol2_top2_val,mol1_top3_pos,mol1_top3_val,mol2_top3_pos,mol2_top3_val,mol1_top4_pos,mol1_top4_val,mol2_top4_pos,mol2_top4_val,mol1_top5_pos,mol1_top5_val,mol2_top5_pos,mol2_top5_val,mol1_top6_pos,mol1_top6_val,mol2_top6_pos,mol2_top6_val
CC1(C)CC2(CC(C)(C)N1[O])NC(=O)C1(CC(C)(C)N([O])C(C)(C)C1)NC2=O,OC(C(F)(F)F)C(F)(F)F,1,24.0,0.71569,2.0,0.73805,6.0,0.568547,5.0,0.17543,2.0,0.529267,6.0,0.149373,23.0,0.298175,None,None,7.0,0.274038,None,None,22.0,0.257493,None,None
O=C1C=CC(=O)C=C1,Oc1ccc(F)cc1,1,7.0,0.673867,5.0,1.295557,2.0,0.315573,7.0,0.230205,None,None,6.0,0.217898,None,None,None,None,None,None,None,None,None,None,None,None
COc1ccc(cc1)C(N)=S,Fc1c(F)c(I)c(F)c(F)c1I,1,10.0,0.746789,9.0,0.924055,4.0,0.679488,2.0,0.858663,2.0,0.660132,6.0,0.738575,9.0,0.401017,1.0,0.37674,7.0,0.299873,4.0,0.277594,5.0,0.152879,5.0,0.171827
CCCN,OC1(c2ccc(cc2)c2ccc(cc2)C2(O)c3ccccc3c3ccccc23)c2ccccc2c2ccccc12,1,2.0,0.225711,26.0,1.174039,4.0,0.065418,30.0,0.874656,None,None,10.0,0.644108,None,None,38.0,0.528368,None,None,13.0,0.48271,None,None,11.0,0.472668
NC1=Nc2ccccc2S1,OC(=O)CCCCC(O)=O,1,9.0,0.77955,3.0,0.834591,5.0,0.713201,9.0,0.5158,3.0,0.574559,7.0,0.332989,10.0,0.172951,5.0,0.326678,7.0,0.135977,10.0,0.285194,None,None,6.0,0.044344
NC(N)=S,O=C1C(=O)c2ccccc2c2ccccc12,1,None,None,4.0,0.472474,None,None,10.0,0.419159,None,None,7.0,0.181183,None,None,5.0,0.13098,None,None,13.0,0.113129,None,None,3.0,0.089014
C1=CC=C(C(=C1)C(=O)N)N,CCCCCCCC(=O)O,0,6.0,-1.083814,10.0,-0.856395,4.0,-0.779519,6.0,-0.577011,7.0,-0.64796,8.0,-0.334144,8.0,-0.459209,None,None,1.0,-0.15021,None,None,3.0,-0.020644,None,None
COC(=O)c1ccncc1,OC(=O)CNc1ccccc1C(O)=O,1,10.0,0.470323,5.0,0.943708,4.0,0.009487,3.0,0.806335,None,None,12.0,0.751856,None,None,6.0,0.740705,None,None,14.0,0.71966,None,None,4.0,0.244173
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Nc1ccccc1C(O)=O,1,11.0,0.405663,9.0,0.842976,6.0,0.330194,4.0,0.506579,9.0,0.153995,8.0,0.145666,5.0,0.122761,2.0,0.10828,7.0,0.091246,None,None,14.0,0.079212,None,None
CCCCCCC1(CCCC2(CCCCCC)C(=NNC2=O)N)C(=NNC1=O)N,CN1CCN(C)C1=O,1,8.0,1.373085,8.0,1.471665,13.0,1.060661,2.0,0.052417,6.0,1.034078,None,None,2.0,0.934193,None,None,16.0,0.89971,None,None,1.0,0.503202,None,None
Cc1[n+]([O-])c(C)c(C)[n+]([O-])c1C,FC(F)(I)C(F)(F)I,1,5.0,1.002837,1.0,0.794222,12.0,0.663581,6.0,0.519001,6.0,0.640892,8.0,0.377805,2.0,0.544393,4.0,0.332969,3.0,0.349706,2.0,0.274571,9.0,0.182379,5.0,0.062694
[NH3+]C(C(C)C)C(=O)[O-],CC(Oc1ccccc1)C(O)=O,1,3.0,0.789971,12.0,1.214195,6.0,0.650317,10.0,0.804202,4.0,0.488953,9.0,0.559329,1.0,0.136734,2.0,0.476029,None,None,8.0,0.314995,None,None,5.0,0.060236
Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1,OC(=O)c1cc(F)c(F)c(F)c1,1,23.0,1.786763,5.0,0.455141,33.0,1.155809,9.0,0.279019,8.0,1.052886,2.0,0.249731,27.0,0.86393,7.0,0.198988,32.0,0.497275,3.0,0.191239,20.0,0.473751,1.0,0.102756
C1COCCOCCNCCOCCOCCN1,ON=Cc1ccccc1O,1,9.0,0.837388,2.0,1.475248,3.0,0.508989,8.0,0.957204,11.0,0.401045,6.0,0.34656,17.0,0.172962,None,None,1.0,0.107768,None,None,7.0,0.074612,None,None
NC(=O)c1cccnc1,OC(=O)Cc1ccccc1,1,8.0,0.717853,7.0,0.417767,9.0,0.005066,5.0,0.197011,None,None,4.0,0.096434,None,None,None,None,None,None,None,None,None,None,None,None
C1=CC=C2C(=C1)C3=CC=CC=C3O2,C1C2=CC=CC=C2C3=CC=CC=C31,0,4.0,-0.776625,9.0,-0.526225,2.0,-0.550998,13.0,-0.369641,13.0,-0.532026,11.0,-0.246871,10.0,-0.30361,4.0,-0.126383,7.0,-0.114627,3.0,-0.018318,8.0,-0.030151,8.0,-0.006339
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,OC(=O)c1cc(O)c(O)c(O)c1,1,11.0,0.45576,2.0,0.694594,20.0,0.314374,6.0,0.627108,9.0,0.293071,1.0,0.287552,8.0,0.241038,8.0,0.264788,17.0,0.233101,7.0,0.25155,1.0,0.13335,None,None
Brc1cc2cc(c1)C(=O)NCc1ccc(CNC(=O)c3cc(Br)cc(c3)C(=O)NCc3ccc(CNC2=O)cc3)cc1,CC(N1C(=O)C(CC(=O)N(Cc2ccccc2)Cc2ccccc2)C1(C)c1ccccc1)c1ccccc1,1,22.0,0.854466,22.0,1.401764,40.0,0.645053,7.0,1.021952,8.0,0.590089,14.0,0.819289,11.0,0.544932,12.0,0.720456,27.0,0.50463,20.0,0.690941,37.0,0.500788,9.0,0.541374
O=C(N(N=C1C(=O)c2ccccc2C1=O)c1ccccc1)c1ccccc1,O=C1c2ccccc2C(=O)C1=NNc1ccccc1,1,3.0,1.424401,1.0,1.160572,21.0,0.660975,12.0,0.973498,25.0,0.557194,10.0,0.756229,5.0,0.530808,11.0,0.490938,22.0,0.51725,19.0,0.128097,13.0,0.508553,2.0,0.083359
Cc1cccc(C)n1,OC(c1ccccc1)(c1ccccc1)C(O)(c1ccccc1)c1ccccc1,1,6.0,0.786797,4.0,0.792164,1.0,0.505107,14.0,0.59611,None,None,2.0,0.591009,None,None,9.0,0.498346,None,None,11.0,0.400502,None,None,7.0,0.385209
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,CN(C)CCN1C(Oc2c(cc(cc2C(C)(C)C)C(C)(C)C)C1c1ccccc1)c1ccccc1,1,4.0,1.11423,9.0,1.1641,9.0,1.020459,6.0,1.022743,2.0,0.992839,13.0,0.918204,6.0,0.536323,20.0,0.862628,13.0,0.449301,29.0,0.773434,11.0,0.352202,23.0,0.743025
CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)NC1=NC=C(C)S1,OC(=O)c1ccccc1,1,1.0,0.693282,4.0,1.034663,18.0,0.638204,8.0,0.696491,9.0,0.567291,2.0,0.276695,16.0,0.305782,9.0,0.171619,14.0,0.283561,5.0,0.120928,20.0,0.238575,None,None
C(C(C(=O)O)O)C(=O)O,COC1=CC=CC=C1C(=O)O,0,1.0,-0.702929,4.0,-0.855221,5.0,-0.569289,6.0,-0.211509,None,None,11.0,-0.178367,None,None,8.0,-0.05321,None,None,None,None,None,None,None,None
C1CN2CCN1CC2,Oc1ccc(O)cc1,1,1.0,0.736235,1.0,0.626447,7.0,0.731162,2.0,0.545922,3.0,0.143594,8.0,0.540594,8.0,0.133373,7.0,0.386356,6.0,0.069402,3.0,0.37847,4.0,0.064752,None,None
C1=CC=C(C=C1)C(=O)O,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,0,5.0,-0.795071,4.0,-0.712241,1.0,-0.657186,6.0,-0.443657,9.0,-0.214773,11.0,-0.371069,None,None,7.0,-0.231159,None,None,2.0,-0.228673,None,None,5.0,-0.166176
Cc1cc(nc(N)n1)c1cccnc1,OC(=O)c1ccc(O)cc1,1,5.0,0.646539,8.0,0.627305,12.0,0.605771,10.0,0.589311,9.0,0.429133,4.0,0.479229,3.0,0.319363,9.0,0.432883,8.0,0.269557,1.0,0.086584,6.0,0.144498,None,None
COc1ccc(C=O)cc1OC,Nc1ccc(cc1N(=O)=O)N(=O)=O,1,11.0,0.377409,3.0,0.340136,1.0,0.236583,2.0,0.271947,9.0,0.196021,4.0,0.060472,2.0,0.127511,None,None,5.0,0.101233,None,None,3.0,0.084126,None,None
c1cncnc1,CCCCCCCCCCCCCCCCOc1cc(cc(c1)C(O)=O)C(O)=O,1,2.0,0.530399,4.0,0.697337,3.0,0.00854,20.0,0.465748,4.0,0.005019,28.0,0.349153,None,None,19.0,0.324223,None,None,23.0,0.299342,None,None,2.0,0.151669
Fc1c(I)c(F)c(I)c(F)c1I,Oc1ccccc1C=Nc1cccnc1,1,12.0,0.917803,10.0,1.0081,7.0,0.792121,11.0,0.786392,2.0,0.279284,8.0,0.380957,11.0,0.273579,5.0,0.320107,1.0,0.239297,9.0,0.208336,4.0,0.158983,7.0,0.172434
C(Cc1ccncc1)c1ccncc1,Oc1ccc(cc1)C(c1ccccc1O)c1ccccc1O,1,9.0,1.367137,10.0,0.972718,6.0,0.814425,14.0,0.815077,7.0,0.774197,8.0,0.732722,4.0,0.213693,19.0,0.614737,2.0,0.017777,5.0,0.549894,11.0,0.015452,3.0,0.4499
C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],C1=CC=C(C(=C1)C(=O)O)O,0,9.0,-0.886583,3.0,-0.814077,6.0,-0.674953,8.0,-0.237943,5.0,-0.609817,6.0,-0.160197,8.0,-0.336967,None,None,2.0,-0.192012,None,None,None,None,None,None
C1=CC(=CC=C1I)I,C1=CC(=NC(=C1)Cl)Cl,0,6.0,-0.397954,2.0,-0.470225,1.0,-0.205668,6.0,-0.381492,7.0,-0.052377,None,None,4.0,-0.00188,None,None,None,None,None,None,None,None,None,None
CC(C)(O)C#CC(C)(C)O,CC(C)(O)c1cc(cc(c1)C(C)(C)O)C(C)(C)O,1,8.0,1.212248,15.0,1.332905,2.0,0.843243,7.0,0.704432,7.0,0.450252,10.0,0.644362,6.0,0.215657,5.0,0.611098,4.0,0.203435,17.0,0.551555,10.0,0.106223,9.0,0.524334
NNC(=O)c1ccncc1,OC(=O)CCCCCC(O)=O,1,10.0,0.413874,3.0,0.854107,5.0,0.37329,9.0,0.416944,3.0,0.299904,11.0,0.32876,9.0,0.105028,5.0,0.022651,None,None,None,None,None,None,None,None
NC(=O)c1ccncc1,OC(=O)c1cccc(O)c1O,1,6.0,0.752181,2.0,0.659866,9.0,0.664748,3.0,0.615429,5.0,0.406139,1.0,0.469172,3.0,0.273204,5.0,0.267878,None,None,None,None,None,None,None,None
CC(=O)Oc1ccccc1C(O)=O,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,1,3.0,0.832082,1.0,0.652734,9.0,0.737932,10.0,0.615947,8.0,0.687125,15.0,0.465622,2.0,0.37875,19.0,0.341363,6.0,0.374865,18.0,0.281048,7.0,0.308245,9.0,0.270845
C1=CC(=CC(=C1)F)C(=O)O,C1CC(=O)NC1,0,5.0,-0.451164,4.0,-0.633924,10.0,-0.131911,1.0,-0.526755,6.0,-0.114435,5.0,-0.523313,8.0,-0.090384,6.0,-0.378847,None,None,2.0,-0.002426,None,None,None,None
Cc1cccnc1C,OC(=O)C=CC(O)=O,1,8.0,0.299343,4.0,0.504517,3.0,0.212843,3.0,0.052433,1.0,0.179145,None,None,6.0,0.060977,None,None,None,None,None,None,None,None,None,None
C1OCC2(CO1)COCOC2,NS(=O)(=O)C(F)(F)F,1,9.0,0.671264,4.0,0.493417,10.0,0.4395,2.0,0.389839,8.0,0.421803,3.0,0.35992,4.0,0.416859,7.0,0.218139,None,None,8.0,0.050052,None,None,6.0,0.018129
CCC(c1ccc(O)cc1)=C(CC)c1ccc(O)cc1,NC(=O)c1cccnc1,1,1.0,0.748312,3.0,0.487759,18.0,0.74475,None,None,14.0,0.727443,None,None,5.0,0.706499,None,None,17.0,0.624257,None,None,4.0,0.620223,None,None
CC(=O)Oc1ccccc1,OC1(c2ccccc2c2ccccc12)c1ccccc1c1ccccc1C1(O)c2ccccc2c2ccccc12,1,5.0,0.672869,8.0,1.223465,8.0,0.465371,12.0,0.893665,4.0,0.211621,29.0,0.686031,2.0,0.135757,26.0,0.511425,6.0,0.06563,19.0,0.461842,9.0,0.020557,4.0,0.452395
CCN(CC)CC(=O)Nc1c(C)cccc1C,Fc1c(F)c(Br)c(F)c(F)c1Br,1,10.0,1.015327,5.0,0.636773,2.0,0.875927,7.0,0.55431,8.0,0.376849,6.0,0.310619,15.0,0.356246,2.0,0.245983,11.0,0.246458,12.0,0.164376,9.0,0.233246,10.0,0.156803
CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1,OC(=O)c1ccc(O)cc1,1,1.0,0.857579,9.0,0.577311,13.0,0.827288,10.0,0.482936,8.0,0.81479,6.0,0.43454,11.0,0.772367,8.0,0.267919,2.0,0.720687,4.0,0.097739,3.0,0.492214,1.0,0.015031
[NH3+]CC(CC(C)SCC)CC(=O)[O-],OC(C(O)=O)c1ccccc1,1,12.0,1.333286,8.0,0.45936,11.0,0.784799,4.0,0.039135,6.0,0.584003,1.0,0.028443,1.0,0.299044,11.0,0.019689,5.0,0.28947,None,None,None,None,None,None
CCC(=O)c1ccccc1,CN(C)CCC1=CNc2ccc(CC3COC(=O)N3)cc12,1,5.0,1.07586,6.0,1.286219,3.0,0.62412,13.0,0.780663,None,None,15.0,0.694311,None,None,18.0,0.570877,None,None,3.0,0.525733,None,None,14.0,0.508027
N#Cc1ccncc1,Oc1cccc(O)c1,1,3.0,0.847828,3.0,0.606465,1.0,0.320375,4.0,0.468254,7.0,0.251099,7.0,0.179885,2.0,0.107798,8.0,0.036348,None,None,6.0,0.000835,None,None,None,None
C1=CC=C(C(=C1)N)N,C1=CC=C(C=C1)C(=O)N,0,2.0,-0.660939,3.0,-0.874513,6.0,-0.483467,4.0,-0.5908,8.0,-0.19636,5.0,-0.268672,None,None,1.0,-0.195005,None,None,None,None,None,None,None,None
c1ccc2c(c1)c(C=Cc1cccnc1)c1ccccc1c2C=Cc1cccnc1,Fc1c(F)c(I)c(F)c(F)c1I,1,21.0,0.920605,7.0,1.123677,28.0,0.88534,12.0,0.973691,17.0,0.87649,9.0,0.473248,26.0,0.771394,6.0,0.409242,11.0,0.7376,10.0,0.40707,12.0,0.697201,5.0,0.296333
O=Cc1ccccc1,Oc1cc(C(c2ccccc2)c2ccccc2)c(O)cc1C(c1ccccc1)c1ccccc1,1,7.0,0.096746,24.0,0.84416,2.0,0.034532,26.0,0.672766,None,None,28.0,0.653441,None,None,22.0,0.497035,None,None,11.0,0.459023,None,None,15.0,0.332099
C(CC(=O)O)CC(=O)O,C1=CC(=CC=C1C(=O)N)N,0,8.0,-0.526521,6.0,-0.749853,1.0,-0.272833,10.0,-0.577491,7.0,-0.21582,8.0,-0.572095,None,None,3.0,-0.36284,None,None,None,None,None,None,None,None
N#CC(C#N)=C1OC(C=C1)=C1OC(C=C1)=C(C#N)C#N,S1C=CSC1=C1SC=CS1,1,20.0,1.394163,6.0,0.652441,5.0,1.191182,3.0,0.593965,9.0,0.574243,4.0,0.496539,15.0,0.438352,5.0,0.477546,10.0,0.416385,10.0,0.469345,11.0,0.243121,7.0,0.383137
CCN(CC)C(N)=O,OC(=O)c1cc(cc(c1O)N(=O)=O)N(=O)=O,1,3.0,0.99661,4.0,0.952584,5.0,0.547712,11.0,0.805666,1.0,0.48192,13.0,0.452875,2.0,0.253896,14.0,0.378991,6.0,0.153186,2.0,0.316263,4.0,0.134082,16.0,0.209092
NC(=O)c1cccnc1,Nc1ccc(C(O)=O)c(O)c1,1,8.0,0.704647,4.0,1.498501,9.0,0.605578,6.0,0.70974,1.0,0.280216,7.0,0.619571,5.0,0.180521,11.0,0.350272,None,None,1.0,0.342519,None,None,3.0,0.184435
C#Cc1ccc(Oc2nc(Oc3ccc(cc3)C#C)nc(Oc3ccc(cc3)C#C)n2)cc1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,9.0,1.450683,3.0,0.365452,30.0,0.892892,10.0,0.311066,16.0,0.637925,11.0,0.222639,12.0,0.603844,None,None,31.0,0.58843,None,None,22.0,0.53199,None,None
COc1ccc(OC)cc1,N#CC(C#N)=C(C#N)C1=CC=C(S1)C1=CC=C(N1c1ccccc1)C1=CC=C(S1)C(C#N)=C(C#N)C#N,1,10.0,0.698741,1.0,1.420224,5.0,0.646334,15.0,1.250414,9.0,0.456328,6.0,0.954354,8.0,0.44106,20.0,0.772842,2.0,0.273618,31.0,0.646985,None,None,11.0,0.453717
C(N1C=CN=C1C1=NC=CN1Cc1ccncc1)c1ccncc1,FC(F)(I)C(F)(F)I,1,20.0,0.50632,4.0,1.566796,21.0,0.466646,7.0,0.291545,2.0,0.429572,None,None,1.0,0.421904,None,None,16.0,0.40739,None,None,5.0,0.394862,None,None
c1cc2ccc3cccc4ccc(c1)c2c34,CCN1C(=S)SC(C1=S)=C1SC(=S)N(CC)C1=S,1,8.0,1.311074,13.0,0.742645,5.0,0.863211,11.0,0.420761,6.0,0.749943,1.0,0.406498,9.0,0.502975,5.0,0.363218,12.0,0.500033,4.0,0.145623,11.0,0.416648,16.0,0.111307
c1cc(ccn1)c1ccncc1,CCCOc1ccc(cc1)C(O)=O,1,12.0,0.746846,12.0,0.588171,2.0,0.360856,7.0,0.347206,9.0,0.202553,9.0,0.315341,10.0,0.125155,11.0,0.229822,None,None,None,None,None,None,None,None
C1c2ccccc2c2ccccc12,Fc1c(F)c(I)c(F)c(F)c1I,1,2.0,0.675439,10.0,0.84535,10.0,0.466109,11.0,0.671507,7.0,0.433702,1.0,0.582557,9.0,0.39454,9.0,0.413531,13.0,0.319582,2.0,0.359398,12.0,0.194171,None,None
OC(=O)CN1C(=O)c2cc3C(=O)N(CC(O)=O)C(=O)c3cc2C1=O,S1C=CSC1=C1SC=CS1,1,11.0,1.037106,4.0,0.477547,12.0,0.605202,9.0,0.389589,6.0,0.543934,7.0,0.36288,22.0,0.382659,2.0,0.283017,8.0,0.3329,6.0,0.266645,13.0,0.296962,None,None
Nc1ccc(cc1)C(O)=O,Nc1nccc(n1)c1ccncc1,1,7.0,0.87574,3.0,0.708626,10.0,0.311256,6.0,0.312045,8.0,0.271986,9.0,0.121458,3.0,0.26164,None,None,None,None,None,None,None,None,None,None
CCOC(=O)C(C)NC(C)=O,O=C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1,1,5.0,0.521542,21.0,1.46814,8.0,0.422947,20.0,1.40559,7.0,0.375907,10.0,0.907559,3.0,0.325751,38.0,0.652676,11.0,0.284795,35.0,0.646669,4.0,0.175656,8.0,0.623336
C1=CC=C(C=C1)C(=O)N,C1=CC=C(C=C1)C(=O)O,0,4.0,-0.56001,2.0,-0.842764,7.0,-0.471607,5.0,-0.529862,2.0,-0.306897,1.0,-0.318758,5.0,-0.233094,6.0,-0.245604,1.0,-0.011368,9.0,-0.206649,None,None,4.0,-0.13806
O1C(=NN=C1c1cccnc1)c1cccnc1,OC(=O)COc1ccc(OCC(O)=O)cc1,1,12.0,1.419609,11.0,0.509864,11.0,1.104124,10.0,0.450959,10.0,0.836036,1.0,0.413215,7.0,0.263916,5.0,0.398602,4.0,0.182237,3.0,0.308621,1.0,0.16519,7.0,0.245478
c1ccc(C=Cc2ccccn2)nc1,Oc1cccc(O)c1,1,11.0,0.399281,4.0,1.328321,9.0,0.200889,1.0,0.633889,6.0,0.092208,7.0,0.438108,8.0,0.022788,6.0,0.13931,None,None,None,None,None,None,None,None
c1cc(ccn1)C=Cc1ccncc1,IC#Cc1ccccc1C#CI,1,11.0,1.135834,5.0,1.183252,6.0,0.792305,7.0,0.878769,2.0,0.678892,9.0,0.53009,5.0,0.56464,11.0,0.510198,3.0,0.197555,2.0,0.440283,8.0,0.107678,4.0,0.252326
C1CC2CC1C(=Cc1ccccc1)C2=Cc1ccccc1,Fc1c(F)c(F)c(C=C2C3CCC(C3)C2=Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1,9.0,0.871698,23.0,0.572793,12.0,0.823603,28.0,0.57273,15.0,0.746734,27.0,0.567059,14.0,0.604256,1.0,0.431118,13.0,0.205636,30.0,0.4085,7.0,0.195794,4.0,0.392527
c1cc(ccn1)C=Cc1ccncc1,NC(N)=O,1,11.0,0.736334,3.0,0.176347,3.0,0.539318,None,None,4.0,0.507464,None,None,8.0,0.416508,None,None,14.0,0.415576,None,None,13.0,0.31596,None,None
c1cc(ccn1)c1cncnc1,Oc1ccc(O)cc1,1,9.0,1.363416,4.0,0.65929,8.0,0.699862,1.0,0.502588,2.0,0.656671,8.0,0.294294,4.0,0.462343,None,None,10.0,0.394839,None,None,1.0,0.178682,None,None
C1=CC(=CC=C1[N+](=O)[O-])O,C1=CC=C(C(=C1)C(=O)O)O,0,1.0,-0.31988,7.0,-1.270963,3.0,-0.051573,1.0,-0.749473,None,None,3.0,-0.420715,None,None,6.0,-0.308202,None,None,4.0,-0.163356,None,None,8.0,-0.08725
NN1C=NN=C1,OC(=O)CCCCC(O)=O,1,6.0,0.631022,7.0,0.577015,4.0,0.041817,10.0,0.531156,None,None,2.0,0.294447,None,None,None,None,None,None,None,None,None,None,None,None
C1=CN(C=N1)c1ccc(cc1)N1C=CN=C1,OC(=O)c1ccc(cc1)C(O)=O,1,1.0,1.163502,3.0,0.846036,5.0,1.104357,12.0,0.695432,14.0,0.962401,5.0,0.670496,9.0,0.904116,8.0,0.32541,4.0,0.670853,4.0,0.287255,15.0,0.453994,11.0,0.176051
C1CNC2=NN=NN2N1,O=C1NN=C(N1)N(=O)=O,1,5.0,0.222686,1.0,0.55629,8.0,0.094887,8.0,0.110767,1.0,0.066524,6.0,0.054202,None,None,3.0,0.04691,None,None,9.0,0.046283,None,None,None,None
C(Cc1ccncc1)Cc1ccncc1,Oc1cccc(O)c1O,1,13.0,0.994392,7.0,0.3879,8.0,0.551213,1.0,0.243048,12.0,0.461207,2.0,0.112964,1.0,0.433742,4.0,0.038833,10.0,0.183566,9.0,0.010822,None,None,None,None
C1=CC=C(C(=C1)[N+](=O)[O-])O,C1=CC=C2C(=C1)C=CC=C2N,0,3.0,-1.585392,1.0,-0.866985,9.0,-0.586412,2.0,-0.758818,2.0,-0.397135,4.0,-0.549988,7.0,-0.287114,8.0,-0.326799,5.0,-0.267809,5.0,-0.230595,6.0,-0.262787,None,None
c1ccc2c(c1)c1ccccc21,N#Cc1nc(C#N)c(nc1C#N)C#N,1,12.0,0.872398,5.0,1.098068,10.0,0.855929,3.0,0.983701,2.0,0.743777,12.0,0.554887,8.0,0.735624,13.0,0.42758,6.0,0.681907,1.0,0.073026,1.0,0.357534,10.0,0.042905
CC1CC(C)CC(C)C(O)C(=CC=CCC(OC(=O)CC(O)C(C)C1)C1CCCC1C(O)=O)C#N,CCC(C)CO,1,12.0,0.816837,5.0,0.52341,31.0,0.440594,1.0,0.404967,27.0,0.387551,3.0,0.103138,3.0,0.350463,None,None,21.0,0.344072,None,None,7.0,0.318595,None,None
CC(=O)c1c2ccccc2cc2ccccc12,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1,13.0,0.780447,10.0,1.16282,11.0,0.717023,11.0,0.633158,3.0,0.63305,17.0,0.40747,2.0,0.578733,2.0,0.399848,1.0,0.499213,18.0,0.257721,6.0,0.285981,5.0,0.223007
NC1=NC(=CC(=O)N1)N,OC(=O)c1ccc(cc1)N(=O)=O,1,4.0,1.415434,12.0,0.640662,8.0,0.95003,6.0,0.551712,7.0,0.41161,3.0,0.426729,5.0,0.367308,1.0,0.144436,2.0,0.170268,2.0,0.138426,9.0,0.061594,11.0,0.043281
CC(=NO)C(C)=NO,OC(=O)C=Cc1ccccc1,1,5.0,0.249536,10.0,0.87578,8.0,0.21779,4.0,0.651697,1.0,0.094371,7.0,0.545993,7.0,0.035315,6.0,0.538344,6.0,0.01179,1.0,0.408527,None,None,3.0,0.17918
N#Cc1cc(C#N)c(cc1C#N)C#N,Oc1ccc2cc(Br)ccc2c1c1c(O)ccc2cc(Br)ccc12,1,9.0,1.111563,2.0,1.214262,1.0,0.919275,19.0,0.688674,8.0,0.713942,18.0,0.601366,7.0,0.713279,20.0,0.57955,4.0,0.680188,17.0,0.452333,2.0,0.414015,4.0,0.386018
CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,NC(=O)c1ccccn1,1,13.0,0.498898,5.0,0.878525,15.0,0.471597,9.0,0.420757,5.0,0.426653,2.0,0.169724,1.0,0.34811,7.0,0.08008,7.0,0.332419,3.0,0.041125,11.0,0.330971,None,None
O=C([O-])C1[NH2+]CCC1,Oc1ccc2ccc(O)c(c2c1)c1c(O)ccc2ccc(O)cc12,1,1.0,0.464644,6.0,1.519847,7.0,0.228458,2.0,1.213495,6.0,0.189142,13.0,0.850596,None,None,3.0,0.682785,None,None,8.0,0.579554,None,None,7.0,0.262151
C1=CC(=CC=C1C(=O)O)O,C1=CC(=CN=C1)C(=O)O,0,4.0,-0.862708,8.0,-0.948322,3.0,-0.325878,2.0,-0.41265,10.0,-0.160203,4.0,-0.197365,5.0,-0.13968,7.0,-0.047693,8.0,-0.124731,9.0,-0.047144,6.0,-0.116178,None,None
Nc1ccc(N)cc1,Oc1ccc(cc1)c1ccc(O)cc1,1,3.0,0.976863,1.0,1.170609,5.0,0.706402,6.0,0.855257,7.0,0.521122,2.0,0.716691,4.0,0.414816,8.0,0.418873,2.0,0.230495,14.0,0.209241,None,None,13.0,0.185093
C1COCCOCCOCCOCCOCCO1,CS(C)(=O)=O,1,5.0,0.650624,3.0,0.782162,13.0,0.556556,None,None,10.0,0.554389,None,None,15.0,0.482722,None,None,1.0,0.4689,None,None,6.0,0.269012,None,None
Cc1ccc(cc1)C(=O)OC(C(OC(=O)c1ccc(C)cc1)C(O)=O)C(O)=O,CCCN(CCC)C1CCc2cc(F)c3NC=Cc3c2C1,1,9.0,0.915899,13.0,0.935545,22.0,0.759021,18.0,0.796812,24.0,0.648597,15.0,0.789886,27.0,0.345716,2.0,0.70428,4.0,0.325601,3.0,0.493876,10.0,0.323338,14.0,0.306753
C1COCCOCCOCCOCCOCCO1,Cc1cc(C)c(CSc2cccc[n+]2[O-])c(C)c1,1,9.0,0.982793,13.0,1.028809,18.0,0.700591,6.0,0.85155,13.0,0.330693,7.0,0.434562,15.0,0.315934,16.0,0.397821,11.0,0.258312,12.0,0.245802,6.0,0.196588,11.0,0.232244
C1=CC=C2C(=C1)C=CC=C2O,CC(=O)NC1=CC=C(C=C1)O,0,8.0,-0.797505,11.0,-0.619481,7.0,-0.793693,6.0,-0.538862,6.0,-0.756964,1.0,-0.382385,9.0,-0.302035,5.0,-0.374109,None,None,9.0,-0.270066,None,None,None,None
CC1CC(C)CC(O)C1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1,2.0,0.18914,13.0,1.101877,8.0,0.077159,12.0,0.998795,7.0,0.061547,7.0,0.846966,None,None,27.0,0.758662,None,None,20.0,0.556453,None,None,26.0,0.545274
CCOc1ccccc1C(N)=O,OC(=O)c1ccc(O)c(O)c1,1,3.0,0.937863,3.0,0.448691,7.0,0.73373,6.0,0.393776,9.0,0.299277,4.0,0.141451,4.0,0.083297,5.0,0.111026,None,None,None,None,None,None,None,None
